timestamp,src_ip,dst_ip,dst_port,protocol,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Mean,Bwd Packet Length Max,Bwd Packet Length Mean,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Fwd IAT Mean,Bwd IAT Mean,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,Average Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,SYN Flag Count,ACK Flag Count,FIN Flag Count,RST Flag Count,PSH Flag Count,URG Flag Count,TTL Mean,TCP Window Mean,Fragment Flag Count,Payload Size Mean,Payload Size Std,Payload Size Max,Retransmission Count,bytes_per_packet,packets_per_second,bytes_per_second,fwd_bwd_packet_ratio,syn_ratio,ack_ratio,rst_ratio,syn_ack_ratio,iat_mean,iat_variance,iat_max,dst_port_diversity,port_scan_score,syn_burst_score,connection_attempt_rate,failed_connection_ratio,Label,attack_stage,is_attack,campaign_id
2025-06-15 08:00:00.234,10.81.77.98,112.97.182.108,80,UDP,2865660.4957053177,5,4,7200.599999999999,4800.400000000001,746.219739561535,497.47982637435666,596.975791649228,397.98386109948535,4187.865247116869,3.140637215569688,0.08175648579411358,0.09326731625505985,0.5671095604721387,0.08066817627970035,0.067195809612947,0,1,0,1,132,109,1.7447984530942708,1.3958387624754167,99.49596527487134,740.3541294999403,497.47982637435666,53.13566128347322,2823.398500031995,1333.4444444444443,497.47982637435666,397.98386109948535,5,7200.599999999999,4,4800.400000000001,65535.0,51629.93603678403,2,22.598430106709433,0,3,2,0,1,0,71.03518379890262,65535.0,0,284.4127485532974,53.13566128347322,740.3541294999403,2,1333.4444444444443,3.140637215569688,4187.865247116869,1.25,0.0,0.3333333333333333,0.0,0.0,0.08175648579411358,0.008698792281421352,0.5671095604721387,2.4181038725194735,0.24267450609872582,0.2679363363966593,4.01493878667998,0.06476690280595254,BENIGN,0,0,1
2025-06-15 08:00:00.592,10.213.148.153,216.162.103.112,53,UDP,3280711.3453896414,14,9,6703.2,4468.8,800.3089984743035,533.5393323162024,640.2471987794428,426.8314658529619,3405.3590285228615,7.0106746917316345,0.20431308504575157,0.23569541898440935,1.2730732539391152,0.2086918741030866,0.22057713813238675,0,0,0,0,394,333,4.267367203662734,2.7433074880689006,106.70786646324048,799.3053241124204,533.5393323162024,87.88937073333464,7724.541487901541,485.7391304347826,533.5393323162024,426.8314658529619,14,6703.2,9,4468.8,65535.0,45453.48968247404,4,25.62767784043993,1,6,1,0,1,0,64.54063255591113,65535.0,0,395.013589276339,87.88937073333464,799.3053241124204,0,485.7391304347826,7.0106746917316345,3405.3590285228615,1.5555555555555556,0.043478260869565216,0.2608695652173913,0.0,0.16666666666666666,0.20431308504575157,0.05555233053023627,1.2730732539391152,3.6736118471618866,0.11777405153578313,0.16957083194435665,8.868495474755965,0.16598521360013588,BENIGN,0,0,1
2025-06-15 08:00:01.048,10.99.155.158,2.66.190.225,53,TCP,1987296.824396159,10,9,6901.2,4600.8,480.93607974246606,320.62405316164404,384.7488637939728,256.49924252931527,5787.761475186218,9.560725789300829,0.18895779846284655,0.14797180641875674,1.1673665875227686,0.17126151980819432,0.2427329560631887,2,1,0,0,219,342,5.031960941737279,4.528764847563551,64.12481063232882,420.3568781476875,320.62405316164404,46.572345121000545,2168.983330069583,605.3684210526316,320.62405316164404,256.49924252931527,10,6901.2,9,4600.8,64364.941187276876,50353.37034824438,4,26.11913248301305,1,7,0,0,1,0,60.24478127837821,64364.941187276876,0,183.74263531559998,46.572345121000545,420.3568781476875,0,605.3684210526316,9.560725789300829,5787.761475186218,1.1111111111111112,0.05263157894736842,0.3684210526315789,0.0,0.14285714285714285,0.18895779846284655,0.02189565549483002,1.1673665875227686,1.350599677264404,0.02950147553012883,0.28856929936485437,13.467053735959393,0.1809326407764724,BENIGN,0,0,1
2025-06-15 08:00:01.710,10.146.180.67,126.216.30.113,80,TCP,764730.5747338546,9,9,4129.2,2752.8,790.3370178651711,526.8913452434474,632.2696142921369,421.51307619475796,8999.247875495377,23.537701505218944,0.1675997347177412,0.13007444072591617,0.43918132919144326,0.13962599819027274,0.17486169134752017,1,2,0,0,228,239,11.768850752609472,11.768850752609472,105.37826904868949,920.7869283461217,526.8913452434474,48.81555693254062,2382.958598634115,382.3333333333333,526.8913452434474,421.51307619475796,9,4129.2,9,2752.8,65535.0,52969.90635838889,5,20.43224159760661,1,6,1,0,2,1,74.8735006019235,65535.0,0,339.224390415069,48.81555693254062,920.7869283461217,0,382.3333333333333,23.537701505218944,8999.247875495377,1.0,0.05555555555555555,0.3333333333333333,0.0,0.16666666666666666,0.1675997347177412,0.016919360130159877,0.43918132919144326,3.363661965925667,0.0057009677574243744,0.2875677639724336,23.121165086312644,0.20002910226756582,BENIGN,0,0,1
2025-06-15 08:00:02.070,10.212.131.202,139.10.191.21,5432,TCP,2309638.195553574,5,4,1380.6,920.4000000000001,971.1163899801879,647.4109266534587,776.8931119841503,517.928741322767,996.2599356166677,3.8967142201434197,0.11005635211686783,0.1193892533899306,0.4650468251182799,0.10719915978977759,0.14265369894844654,2,1,0,0,151,105,2.164841233413011,1.7318729867304088,129.48218533069175,855.8754484549488,647.4109266534587,163.18825495721586,26630.406555981288,255.66666666666666,647.4109266534587,517.928741322767,5,1380.6,4,920.4000000000001,54588.832377676285,49610.602326601336,3,27.4731545774742,0,6,2,0,0,0,54.5204498686638,54588.832377676285,1,495.201297593156,163.18825495721586,855.8754484549488,0,255.66666666666666,3.8967142201434197,996.2599356166677,1.25,0.0,0.6666666666666666,0.0,0.0,0.11005635211686783,0.014253793825005056,0.4650468251182799,3.060228516926858,0.06399127264190069,0.280813071014689,2.589786733590334,0.030329442460235667,BENIGN,0,0,1
2025-06-15 08:00:02.522,10.208.53.191,74.32.110.63,53,ICMP,2719881.3246662873,3,5,2116.2,1410.8000000000002,500.9147215402152,333.9431476934768,400.7317772321722,267.15451815478144,1296.7477544016526,2.9413048015915,0.07842183848353389,0.08228830307905399,0.22455191718661635,0.08517888773430671,0.091713712885317,0,0,1,0,78,148,1.1029893005968125,1.8383155009946874,66.78862953869536,398.15225090332063,333.9431476934768,35.87017177082516,1286.6692228685022,440.875,333.9431476934768,267.15451815478144,3,2116.2,5,1410.8000000000002,60293.9487714041,52163.04961754828,2,25.7289245376411,1,7,0,0,3,0,69.14661435751236,60293.9487714041,0,119.20706558493625,35.87017177082516,398.15225090332063,0,440.875,2.9413048015915,1296.7477544016526,0.6,0.125,0.875,0.0,0.14285714285714285,0.07842183848353389,0.006771364823630247,0.22455191718661635,3.025319726482532,0.17356560891072162,0.1743349827662707,2.0582534842645486,0.20494864102192042,BENIGN,0,0,1
2025-06-15 08:00:03.089,10.61.198.78,11.162.154.253,110,UDP,2790996.149525466,9,10,2797.2,1864.8000000000002,685.3387436514354,456.8924957676236,548.2709949211483,365.5139966140989,1670.371347804492,6.807605235582442,0.03292463985303974,0.024479676654070855,0.22970111027899764,0.02960372322303509,0.030235723416664157,2,1,0,0,286,229,3.2246551115916833,3.5829501239907593,91.37849915352473,672.334995392839,456.8924957676236,49.417577091950086,2442.09692563883,245.3684210526316,456.8924957676236,365.5139966140989,9,2797.2,10,1864.8000000000002,65535.0,60938.747088622535,4,22.877438659422854,0,4,1,1,3,0,59.27434388829211,65535.0,0,341.9422475962553,49.417577091950086,672.334995392839,2,245.3684210526316,6.807605235582442,1670.371347804492,0.9,0.0,0.21052631578947367,0.05263157894736842,0.0,0.03292463985303974,0.0005992545690878617,0.22970111027899764,2.496736173628731,0.10647052159337747,0.19557930767399226,9.309336384327068,0.12439628287754895,BENIGN,0,0,1
2025-06-15 08:00:03.650,10.46.205.243,1.195.102.43,22,UDP,2048612.7145238807,7,9,2100.0,1400.0,977.8610590094613,651.9073726729742,782.2888472075691,521.5258981383794,1708.4732390784936,7.810163378644543,0.16243434621347727,0.2070644160860417,1.1543867484938246,0.13332363369369832,0.2050605191431815,0,1,1,1,252,320,3.416946478156987,4.3932169004875545,130.38147453459484,825.1331187810998,651.9073726729742,62.17540646974705,3865.7811696782637,218.75,651.9073726729742,521.5258981383794,7,2100.0,9,1400.0,64771.55347577867,55508.78803284284,5,22.69104416826294,0,7,0,0,1,0,66.81405126719363,64771.55347577867,0,242.3384371623179,62.17540646974705,825.1331187810998,1,218.75,7.810163378644543,1708.4732390784936,0.7777777777777778,0.0,0.4375,0.0,0.0,0.16243434621347727,0.042875672409053406,1.1543867484938246,1.197016479710376,0.0934035346148929,0.15712588461529117,4.699155862017977,0.21169546737136874,BENIGN,0,0,1
2025-06-15 08:00:04.013,10.61.54.69,10.207.167.140,110,ICMP,4265790.367591788,1,1,4831.2,3220.8,1138.6537981869415,759.1025321246277,910.9230385495532,607.2820256997022,1887.5751750889908,0.4688462928686018,0.02729108760670898,0.026336248971795147,0.1668702655127534,0.028742074272636458,0.025764910140876483,1,0,0,0,22,32,0.2344231464343009,0.2344231464343009,151.82050642492555,1321.9342566942637,759.1025321246277,218.02524030526624,47535.00541016909,4026.0,759.1025321246277,607.2820256997022,1,4831.2,1,3220.8,60954.74776877106,38891.46360015793,1,21.689864376470403,0,7,1,0,3,0,70.91062410958551,60954.74776877106,0,378.36572803126734,218.02524030526624,1321.9342566942637,0,4026.0,0.4688462928686018,1887.5751750889908,1.0,0.0,3.5,0.0,0.0,0.02729108760670898,0.000693598009904381,0.1668702655127534,3.1417391593200126,0.21214012219340614,0.1957762021680306,0.6115592729810863,0.14252612349512025,BENIGN,0,0,1
2025-06-15 08:00:04.577,10.74.107.2,135.3.160.90,123,UDP,1093591.368886221,7,6,9026.4,6017.6,598.9934375857692,399.32895839051287,479.1947500686154,319.4631667124103,13756.509449522917,11.887438370366786,0.1749607577240995,0.1794844306347265,0.8985618241750036,0.1869442688515554,0.16915536368051887,2,1,0,0,184,138,6.400928353274423,5.486510017092363,79.86579167810258,576.8335758905586,399.32895839051287,99.75683795549672,9951.426718879231,1157.2307692307693,399.32895839051287,319.4631667124103,7,9026.4,6,6017.6,65535.0,43194.993327821016,6,28.758080743975064,1,4,0,0,1,0,73.24249628885357,65535.0,0,292.2935012474196,99.75683795549672,576.8335758905586,1,1157.2307692307693,11.887438370366786,13756.509449522917,1.1666666666666667,0.07692307692307693,0.3076923076923077,0.0,0.25,0.1749607577240995,0.03221466084027194,0.8985618241750036,1.468414263600442,0.021927252977692102,0.19735898551215833,10.91989956215299,0.19809392571262394,BENIGN,0,0,1
2025-06-15 08:00:05.240,10.26.73.151,191.97.228.64,22,TCP,1607694.1254249231,6,5,5885.4,3923.6000000000004,874.6762127979209,583.117475198614,699.7409702383368,466.4939801588912,6101.284967628667,6.842097527160296,0.3362122480276868,0.37190017169959777,2.0564685037097385,0.4030559038913838,0.4167687067414014,0,1,0,2,199,165,3.7320531966328883,3.110044330527407,116.6234950397228,978.3426380177536,583.117475198614,95.38605947156557,9098.500341513045,891.7272727272727,583.117475198614,466.4939801588912,6,5885.4,5,3923.6000000000004,44204.77707933486,28122.031117691546,5,20.579990064089387,0,3,1,1,0,0,62.35870648907164,44204.77707933486,0,207.67807188627674,95.38605947156557,978.3426380177536,0,891.7272727272727,6.842097527160296,6101.284967628667,1.2,0.0,0.2727272727272727,0.09090909090909091,0.0,0.3362122480276868,0.1383097377101903,2.0564685037097385,2.7692565082715728,0.0754818478606229,0.27553256865466624,8.76673875139121,0.04543533452910542,BENIGN,0,0,1
2025-06-15 08:00:05.559,10.132.139.61,110.25.200.235,110,TCP,2736131.315988349,13,11,4455.0,2970.0,458.29372618317876,305.52915078878584,366.634980946543,244.42332063102867,2713.685544481235,8.771508830646416,0.03142516820457433,0.0387607430554759,0.23778710112474452,0.02709117232165811,0.03668293025400472,0,0,0,1,419,231,4.751233949933475,4.0202748807129405,61.10583015775717,515.3012350761707,305.52915078878584,68.6005201086879,4706.031359182493,309.375,305.52915078878584,244.42332063102867,13,4455.0,11,2970.0,57457.35559844823,48639.00681652477,4,37.68291422733634,0,8,0,0,2,0,45.33107104121356,57457.35559844823,0,224.88601452370023,68.6005201086879,515.3012350761707,0,309.375,8.771508830646416,2713.685544481235,1.1818181818181819,0.0,0.3333333333333333,0.0,0.0,0.03142516820457433,0.0015023952022126235,0.23778710112474452,1.4996947172225723,0.12613274754824663,0.22355643849865334,9.911908873436927,0.21576015294524506,BENIGN,0,0,1
2025-06-15 08:00:06.198,10.106.190.245,194.185.131.228,25,TCP,1773999.144629523,7,6,2832.0,1888.0,1047.1488724938376,698.099248329225,837.71909799507,558.47939866338,2660.65517240467,7.328075686707777,0.12257710793084965,0.14023841250362382,0.9369262707201076,0.12917808707341502,0.12330098070361444,1,0,0,0,145,170,3.9458869082272647,3.3821887784805122,139.619849665845,965.3484462948471,698.099248329225,123.62512856543961,15283.172412821472,363.0769230769231,698.099248329225,558.47939866338,7,2832.0,6,1888.0,65535.0,51749.91394481372,3,31.449158662442315,1,6,1,0,1,0,52.18513746523415,65535.0,0,296.1473105581997,123.62512856543961,965.3484462948471,0,363.0769230769231,7.328075686707777,2660.65517240467,1.1666666666666667,0.07692307692307693,0.46153846153846156,0.0,0.16666666666666666,0.12257710793084965,0.019666812341536555,0.9369262707201076,1.5363784394910613,0.06951888644531434,0.09141138112824938,6.799744979796312,0.1605271358184245,BENIGN,0,0,1
2025-06-15 08:00:06.600,10.151.178.98,157.10.21.115,443,TCP,2158763.3943518857,11,8,6885.599999999999,4590.400000000001,800.192942090687,533.4619613937913,640.1543536725495,426.76956911503305,5316.0063905221905,8.801335083646011,0.2646571605284938,0.2782157460489336,1.3554815284222397,0.2300394158834388,0.25326279240305255,2,0,0,0,301,184,5.095509785268743,3.7058252983772677,106.69239227875826,899.5063037503872,533.4619613937913,68.60996876456359,4707.327813874392,604.0,533.4619613937913,426.76956911503305,11,6885.599999999999,8,4590.400000000001,65535.0,55071.43045387235,4,27.29838722156505,1,6,1,0,3,2,64.73216142538567,65535.0,0,400.0619055812938,68.60996876456359,899.5063037503872,0,604.0,8.801335083646011,5316.0063905221905,1.375,0.05263157894736842,0.3157894736842105,0.0,0.16666666666666666,0.2646571605284938,0.07740400134956474,1.3554815284222397,1.2882365882917748,0.21049830275986578,0.01667037507206337,6.870422819538443,0.09684990931535555,BENIGN,0,0,1
2025-06-15 08:00:07.052,10.154.24.117,203.58.100.138,443,TCP,3021861.125756377,7,6,6516.0,4344.0,827.5451759031118,551.6967839354079,662.0361407224894,441.35742714832634,3593.811743179205,4.301984591282658,0.20346608144863976,0.2718223239789774,1.0856576884544191,0.17749783994252602,0.25505527489290813,0,0,0,0,222,179,2.316453241459893,1.9855313498227654,110.33935678708158,661.5490597682574,551.6967839354079,164.1741585143617,26953.15432389876,835.3846153846154,551.6967839354079,441.35742714832634,7,6516.0,6,4344.0,65535.0,41525.99938007411,3,36.871767695250824,0,6,0,0,1,0,58.49302174215393,65535.0,0,424.5499103898875,164.1741585143617,661.5490597682574,0,835.3846153846154,4.301984591282658,3593.811743179205,1.1666666666666667,0.0,0.46153846153846156,0.0,0.0,0.20346608144863976,0.07388737581333213,1.0856576884544191,1.32019713458474,0.18883254319868611,0.1301337081967779,4.1700295348023655,0.05465478397704525,BENIGN,0,0,1
2025-06-15 08:00:07.651,10.201.59.172,164.161.166.203,80,ICMP,2195946.9172623823,8,8,5887.8,3925.2000000000003,816.6940501819483,544.4627001212989,653.3552401455587,435.57016009703915,4468.687254168037,7.286150623325037,0.3128058642184854,0.3457847080173957,2.2214364496536647,0.25335061985273305,0.3953022265002007,1,0,0,0,204,272,3.6430753116625185,3.6430753116625185,108.89254002425979,801.4424133151647,544.4627001212989,95.11994203315155,9047.80337239011,613.3125,544.4627001212989,435.57016009703915,8,5887.8,8,3925.2000000000003,61169.16781665423,52208.368532391185,7,32.40715419316088,1,7,2,0,1,0,63.303246631579924,61169.16781665423,0,283.2814371445659,95.11994203315155,801.4424133151647,0,613.3125,7.286150623325037,4468.687254168037,1.0,0.0625,0.4375,0.0,0.14285714285714285,0.3128058642184854,0.1195670642986756,2.2214364496536647,4.669350690206704,0.1577080600911856,0.053251974731090244,6.112028512276644,0.06406869222242097,BENIGN,0,0,1
2025-06-15 08:00:08.177,10.6.49.148,158.104.37.25,5432,TCP,2936145.205406888,1,1,2624.4,1749.6000000000001,561.5707340808316,374.3804893872211,449.25658726466526,299.5043915097769,1489.7083400185095,0.6811652217734382,0.16883586946479442,0.15134320990933187,1.0809751972061752,0.14079690980709128,0.18195962596459103,2,2,0,0,27,20,0.3405826108867191,0.3405826108867191,74.87609787744422,444.2806371797096,374.3804893872211,51.14906621625049,2616.226974794377,2187.0,374.3804893872211,299.5043915097769,1,2624.4,1,1749.6000000000001,52016.25687460097,33483.53641534449,1,34.26516392623397,2,7,2,0,2,1,76.88892918799696,52016.25687460097,0,271.42277326781004,51.14906621625049,444.2806371797096,1,2187.0,0.6811652217734382,1489.7083400185095,1.0,1.0,3.5,0.0,0.2857142857142857,0.16883586946479442,0.02290476718566009,1.0809751972061752,4.942160677979705,0.11624336404841326,0.29337509372215204,0.620933869697861,0.2025468946287937,BENIGN,0,0,1
2025-06-15 08:00:08.511,10.61.238.118,48.8.122.171,22,ICMP,960838.419687374,11,12,5979.599999999999,3986.4,610.5751648210619,407.05010988070796,488.46013185684956,325.64008790456637,10372.191406795137,23.937427489091725,0.18769090347199435,0.21728883827791223,0.6430196845649448,0.20403045877268258,0.22592650658636135,4,0,0,0,346,479,11.448334886087347,12.489092603004378,81.41002197614159,690.902950377493,407.05010988070796,55.76906277923089,3110.1883632737968,433.30434782608694,407.05010988070796,325.64008790456637,11,5979.599999999999,12,3986.4,60123.61677783791,52929.9705704461,7,27.84738185843588,1,5,0,0,3,0,59.73238122268221,60123.61677783791,0,316.02986471867996,55.76906277923089,690.902950377493,1,433.30434782608694,23.937427489091725,10372.191406795137,0.9166666666666666,0.043478260869565216,0.21739130434782608,0.0,0.2,0.18769090347199435,0.04721443924016469,0.6430196845649448,2.099300203020268,0.2216393905429673,0.0562781045818474,13.99888505998643,0.0986431958655019,BENIGN,0,0,1
